Action_Cash,Action_TSM,Action_MRVL,Action_NVDA,Action_RTX,Action_GM,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_TSM_close_L1,State_TSM_high_L1,State_TSM_low_L1,State_TSM_open_L1,State_MRVL_close_L1,State_MRVL_high_L1,State_MRVL_low_L1,State_MRVL_open_L1,State_NVDA_close_L1,State_NVDA_high_L1,State_NVDA_low_L1,State_NVDA_open_L1,State_RTX_close_L1,State_RTX_high_L1,State_RTX_low_L1,State_RTX_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,Wealth,Return,Price_Cash,Price_TSM,Price_MRVL,Price_NVDA,Price_RTX,Price_GM
0.16657838,0.16666962,0.1666643,0.166702,0.16674615,0.16663958,1.0,1.0,1.0,1.0,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,9695.268571554332,-0.0114053559858802,1.000,0.932,1.000,1.000,1.000,1.000
0.166578,0.16666871,0.16666508,0.16670458,0.16674472,0.16663891,1.0,1.0,1.0,1.0,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,9812.521893518322,0.0120213239131752,1.000,1.073,1.000,1.000,1.000,1.000
0.16657624,0.16666906,0.16666555,0.1667038,0.16674493,0.16664037,1.0,1.0,1.0,1.0,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,9582.75800691701,-0.0236938715803186,1.000,0.860,1.000,1.000,1.000,1.000
0.16657458,0.16666837,0.16666657,0.16670503,0.16674395,0.16664141,1.0,1.0,1.0,1.0,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,9711.759275968598,0.0133720050506031,1.000,1.081,1.000,1.000,1.000,1.000
0.16657473,0.16666856,0.16666582,0.16670662,0.16674265,0.16664162,1.0,1.0,1.0,1.0,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,9572.434981706683,-0.0144498356123552,1.000,0.914,1.000,1.000,1.000,1.000
0.16657269,0.16666798,0.16666685,0.16670729,0.16674136,0.1666439,1.0,1.0,1.0,1.0,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,9569.859982298192,-0.0002690376915479,1.000,0.999,1.000,1.000,1.000,1.000
0.16657233,0.1666687,0.1666664,0.16670872,0.16674012,0.16664372,1.0,1.0,1.0,1.0,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,9593.114342193096,0.002427010642073,1.000,1.015,1.000,1.000,1.000,1.000
0.16657184,0.16666815,0.16666578,0.16670956,0.1667389,0.16664581,1.0,1.0,1.0,1.0,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,9619.277825637218,0.0027236066585599,1.000,1.016,1.000,1.000,1.000,1.000
0.16657214,0.16666894,0.16666546,0.16670994,0.16673861,0.16664489,1.0,1.0,1.0,1.0,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,9747.10043149657,0.013200657379082,1.000,1.080,1.000,1.000,1.000,1.000
0.16657326,0.16666904,0.16666448,0.16670978,0.1667394,0.16664408,1.0,1.0,1.0,1.0,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,9751.156872419246,0.0004160824137224,1.000,1.003,1.000,1.000,1.000,1.000
