,date,close,open,high,low,volume,percent,code
686,2016-11-17,151.89,152.02,152.27,150.56,46.65M,-0.98%,AAPL
687,2016-11-18,150.55,149.99,151.83,149.16,44.39M,-0.88%,AAPL
688,2016-11-19,153.14,151.78,153.92,151.69,36.66M,1.72%,AAPL
689,2016-11-20,154.23,153.8,154.72,153.54,25.50M,0.71%,AAPL
690,2016-11-21,153.28,153.89,154.28,152.7,22.01M,-0.62%,AAPL
691,2016-11-22,154.12,153.21,154.13,152.0,26.30M,0.55%,AAPL
692,2016-11-23,153.81,154.26,154.45,152.72,18.70M,-0.20%,AAPL
693,2016-11-24,154.48,154.01,155.09,153.91,16.23M,0.44%,AAPL
694,2016-11-25,153.48,153.63,153.86,152.46,20.16M,-0.65%,AAPL
695,2016-11-26,155.39,154.18,155.44,154.05,21.28M,1.24%,AAPL
696,2016-11-27,155.3,154.97,155.49,154.56,17.41M,-0.06%,AAPL
697,2016-11-28,155.84,155.81,156.73,155.49,16.26M,0.35%,AAPL
698,2016-11-29,155.9,156.06,158.0,155.1,15.62M,0.04%,AAPL
699,2016-11-30,156.55,155.97,156.98,155.75,16.91M,0.42%,AAPL
700,2016-12-01,156.0,156.35,157.37,155.73,16.13M,-0.35%,AAPL
701,2016-12-02,156.99,156.73,157.28,156.41,16.39M,0.63%,AAPL
702,2016-12-03,159.88,157.9,160.0,157.65,24.12M,1.84%,AAPL
703,2016-12-04,160.47,159.78,160.87,159.23,19.00M,0.37%,AAPL
704,2016-12-05,159.76,160.42,160.71,159.6,16.37M,-0.44%,AAPL
705,2016-12-06,155.98,156.75,157.08,155.02,42.58M,-2.37%,AAPL
706,2016-12-07,156.25,156.61,157.75,155.96,23.97M,0.17%,AAPL
707,2016-12-08,156.17,156.89,157.69,155.5,21.98M,-0.05%,AAPL
708,2016-12-09,157.1,156.29,157.42,156.2,17.76M,0.60%,AAPL
709,2016-12-10,156.41,156.91,157.55,155.27,21.21M,-0.44%,AAPL
710,2016-12-11,157.41,157.23,157.83,156.78,17.00M,0.64%,AAPL
711,2016-12-12,163.05,159.29,163.6,158.7,44.45M,3.58%,AAPL
712,2016-12-13,166.72,163.89,168.07,163.72,44.70M,2.25%,AAPL
713,2016-12-14,169.04,167.9,169.65,166.94,36.05M,1.39%,AAPL
714,2016-12-15,166.89,169.87,169.94,165.61,33.64M,-1.27%,AAPL
715,2016-12-16,168.11,167.64,168.5,165.28,41.39M,0.73%,AAPL
716,2016-12-17,172.5,174.0,174.26,171.12,59.40M,2.61%,AAPL
717,2016-12-18,174.25,172.37,174.99,171.72,35.03M,1.01%,AAPL
718,2016-12-19,174.81,173.91,175.25,173.6,24.36M,0.32%,AAPL
719,2016-12-20,176.24,174.66,176.24,174.33,24.41M,0.82%,AAPL
720,2016-12-21,175.88,175.11,176.09,173.14,29.48M,-0.20%,AAPL
721,2016-12-22,174.67,175.11,175.38,174.27,25.15M,-0.69%,AAPL
722,2016-12-23,173.97,173.5,174.5,173.4,16.98M,-0.40%,AAPL
723,2016-12-24,171.34,173.04,173.48,171.18,24.78M,-1.51%,AAPL
724,2016-12-25,169.08,169.97,170.32,168.38,29.16M,-1.32%,AAPL
725,2016-12-26,171.1,171.18,171.87,170.3,23.64M,1.19%,AAPL
726,2016-12-27,170.15,171.04,171.39,169.64,21.90M,-0.56%,AAPL
727,2016-12-28,169.98,170.29,170.56,169.56,16.26M,-0.10%,AAPL
728,2016-12-29,173.14,170.78,173.7,170.78,25.13M,1.86%,AAPL
729,2016-12-30,174.96,173.36,175.0,173.05,25.59M,1.05%,AAPL
730,2016-12-31,174.97,175.1,175.5,174.65,14.03M,0.01%,AAPL
731,2017-01-01,174.09,175.05,175.08,173.34,20.72M,-0.50%,AAPL
732,2017-01-02,173.07,174.3,174.87,171.86,26.43M,-0.59%,AAPL
733,2017-01-03,169.48,172.63,172.92,167.16,41.67M,-2.07%,AAPL
734,2017-01-04,171.85,170.43,172.14,168.44,41.53M,1.40%,AAPL
735,2017-01-05,171.05,169.95,171.67,168.5,39.76M,-0.47%,AAPL
736,2017-01-06,169.8,172.48,172.62,169.63,32.54M,-0.73%,AAPL
737,2017-01-07,169.64,169.06,171.52,168.4,27.35M,-0.09%,AAPL
738,2017-01-08,169.01,167.5,170.2,166.46,28.56M,-0.37%,AAPL
739,2017-01-09,169.32,169.03,170.44,168.91,25.67M,0.18%,AAPL
740,2017-01-10,169.37,170.49,171.0,168.82,23.36M,0.03%,AAPL
741,2017-01-11,172.67,169.2,172.89,168.79,35.27M,1.95%,AAPL
742,2017-01-12,171.7,172.15,172.39,171.46,19.41M,-0.56%,AAPL
743,2017-01-13,172.27,172.5,173.54,172.0,23.82M,0.33%,AAPL
744,2017-01-14,172.22,172.4,173.13,171.65,20.48M,-0.03%,AAPL
745,2017-01-15,173.97,173.63,174.17,172.46,40.17M,1.02%,AAPL
746,2017-01-16,176.42,174.88,177.2,174.86,29.42M,1.41%,AAPL
747,2017-01-17,174.54,175.03,175.39,174.09,27.44M,-1.07%,AAPL
748,2017-01-18,174.35,174.87,175.42,173.25,23.48M,-0.11%,AAPL
749,2017-01-19,175.01,174.17,176.02,174.1,20.95M,0.38%,AAPL
750,2017-01-20,175.01,174.68,175.42,174.5,16.35M,0.00%,AAPL
751,2017-01-21,170.57,170.8,171.47,169.68,33.19M,-2.54%,AAPL
752,2017-01-22,170.6,170.1,170.78,169.71,21.50M,0.02%,AAPL
753,2017-01-23,171.08,171.0,171.85,170.48,16.48M,0.28%,AAPL
754,2017-01-24,169.23,170.52,170.59,169.22,26.00M,-1.08%,AAPL
